timestamp,location_id,traffic_volume,avg_vehicle_speed,vehicle_count_cars,vehicle_count_trucks,vehicle_count_bikes,weather_condition,temperature,humidity,accident_reported,signal_status
2024-01-01 00:18:00,1,423,54.75051532248333,465,76,46,Rainy,24.789983072918492,78.3937579278242,0,Yellow
2024-01-01 00:19:00,4,686,25.120480189059492,630,68,37,Windy,10.301562945560018,47.790570008527865,0,Green
2024-01-01 00:20:00,2,216,22.58041711201637,135,57,38,Windy,10.85729195776356,60.60831251462411,0,Green
2024-01-01 00:21:00,5,986,60.011999633055304,289,43,48,Rainy,27.558460852546546,70.06043706049721,0,Green
2024-01-01 00:22:00,4,802,69.39856578924307,466,73,5,Windy,16.97712840378209,31.575409128594362,0,Green
2024-01-01 00:23:00,1,508,66.92092009597803,387,55,39,Cloudy,24.484493183698717,52.604324719857274,0,Green
2024-01-01 00:24:00,1,329,52.62834367197424,272,42,11,Windy,15.056929527266725,71.75330146071414,0,Yellow
2024-01-01 00:25:00,3,749,25.99200926817069,336,88,13,Windy,16.756221876542853,45.155705587148006,0,Green
2024-01-01 00:26:00,3,351,61.28266663016083,434,33,43,Rainy,22.616026398701884,87.46224642038923,0,Green
2024-01-01 00:27:00,2,580,34.513333013248754,114,29,9,Cloudy,34.38923658390205,31.809682290410336,0,Red
2024-01-01 00:28:00,4,629,74.66412216604301,804,70,19,Foggy,25.406762230229788,87.48523125524537,0,Yellow
2024-01-01 00:29:00,4,267,70.29592157274229,43,69,14,Sunny,33.40370261282558,43.005832080624,0,Red
2024-01-01 00:30:00,3,151,62.56297802524345,647,54,30,Cloudy,33.984496359673685,32.9293225155222,0,Yellow
2024-01-01 00:31:00,4,603,76.93075734986783,682,66,6,Foggy,15.202749910512686,47.54844199341345,0,Yellow
2024-01-01 00:32:00,4,337,21.885309290676375,869,12,40,Cloudy,17.77984006172361,77.17693843741353,0,Yellow
2024-01-01 00:33:00,1,216,64.17202550364573,69,2,9,Foggy,29.249807030467604,75.1465203868832,0,Green
2024-01-01 00:34:00,3,670,39.81456676018432,521,25,9,Foggy,31.669100057283597,42.530424985367524,0,Red
2024-01-01 00:35:00,5,85,74.36395314118192,737,56,47,Cloudy,22.98066860473819,41.80740801550797,0,Yellow
2024-01-01 00:36:00,3,793,36.00051179971865,517,23,38,Rainy,34.83065168201373,68.55479494827244,0,Yellow
2024-01-01 00:37:00,5,790,63.491389958901024,354,52,27,Cloudy,10.289304968881757,57.48496138054383,0,Yellow
2024-01-01 00:38:00,1,402,72.65882117904688,98,69,29,Cloudy,17.48981638963039,77.53739719985413,0,Red
2024-01-01 00:39:00,2,725,22.499409102960946,601,42,36,Foggy,25.579043843614496,31.447966721553215,0,Yellow
2024-01-01 00:40:00,4,948,43.85885477552217,46,59,2,Sunny,21.732247773437074,66.62471164563426,0,Red
2024-01-01 00:41:00,1,122,65.73854192131631,290,57,49,Foggy,12.91507416072002,73.84032073439255,0,Red
2024-01-01 00:42:00,4,697,47.295133370455225,581,48,42,Windy,19.19467713701409,89.60316672172014,0,Green
2024-01-01 00:43:00,2,402,36.03515778761572,823,41,14,Cloudy,10.636178582375976,70.72690165421082,0,Yellow
2024-01-01 00:44:00,2,940,33.1883209293914,266,75,20,Cloudy,26.068651151881987,43.91070939299798,0,Yellow
2024-01-01 00:45:00,1,119,27.891096014982676,795,99,36,Rainy,32.31856357490888,36.491171692802325,0,Red
2024-01-01 00:46:00,2,474,71.42777359137693,610,65,11,Foggy,32.12185309458647,68.45500647864452,0,Red
2024-01-01 00:47:00,5,757,54.52132419509336,406,10,3,Rainy,27.488611844138664,61.39098405109296,0,Green
2024-01-01 00:48:00,2,830,24.58309669948736,721,97,46,Cloudy,21.644254887448188,83.94871730670098,0,Yellow
2024-01-01 00:49:00,4,610,42.95481941423813,578,89,8,Foggy,22.800790467287243,73.5964812708765,0,Red
2024-01-01 00:50:00,4,877,42.06401904830659,380,17,38,Foggy,13.422970599891572,60.58454700255724,0,Yellow
2024-01-01 00:51:00,4,691,30.90435144256778,885,84,41,Windy,18.525427327980076,54.215368245908856,0,Yellow
2024-01-01 00:52:00,4,566,46.13045752833144,507,99,27,Windy,14.69320188745684,54.26248197424921,0,Yellow
2024-01-01 00:53:00,5,477,39.92596192358819,371,51,22,Sunny,30.530005083748865,43.57825716907407,0,Red
2024-01-01 00:54:00,3,588,40.50822232953095,720,45,44,Windy,32.86884753344899,31.039558305341824,0,Yellow
2024-01-01 00:55:00,1,209,64.34159346727752,275,43,39,Foggy,23.423081535502924,64.49463529242637,0,Red
2024-01-01 00:56:00,4,198,33.395803130311776,241,21,43,Windy,28.1941010128236,42.74488395139291,0,Green
2024-01-01 00:57:00,2,825,58.51159753132132,772,52,21,Sunny,13.036619272678188,42.499615063682484,0,Green
2024-01-01 00:58:00,4,279,54.23897743285609,800,58,23,Cloudy,25.21336608193096,37.522873720588834,0,Red
2024-01-01 00:59:00,2,761,54.08555074027204,20,93,25,Windy,27.56977553444615,41.375729410601565,0,Yellow
2024-01-01 01:00:00,2,611,59.78044076850656,565,29,29,Foggy,21.31920323778502,31.90734897330826,0,Green
2024-01-01 01:01:00,4,116,52.902922171739235,465,7,32,Cloudy,16.081827111767467,70.45388698491192,0,Green
2024-01-01 01:02:00,5,861,72.75530689078307,98,97,15,Foggy,31.934363013534785,54.08382697876166,0,Red
2024-01-01 01:03:00,2,430,60.53480551701559,255,56,21,Cloudy,28.57271799884306,63.691475926388705,0,Red
2024-01-01 01:04:00,2,107,52.81779508228329,353,72,48,Foggy,32.49643204622987,68.21745708124797,0,Red
2024-01-01 01:05:00,4,308,69.7857872172587,368,19,49,Windy,30.460066187445587,88.34907373656955,0,Red
2024-01-01 01:06:00,2,391,56.36879389600878,117,24,42,Windy,34.75936073947156,34.09595195133006,0,Red
2024-01-01 01:07:00,2,887,37.46865486711074,101,18,17,Sunny,14.804318330361223,55.075061089886276,0,Red
2024-01-01 01:08:00,4,179,32.425695090594274,521,4,6,Cloudy,12.168694195099352,44.75387601158886,0,Red
2024-01-01 01:09:00,4,776,29.13966713976073,496,74,49,Sunny,18.42506978343146,58.60271591140885,0,Yellow
2024-01-01 01:10:00,1,221,73.9673127527661,723,78,25,Rainy,13.225104375581473,85.22833803683329,0,Yellow
2024-01-01 01:11:00,5,819,62.60812590788395,784,71,7,Windy,23.078252822655607,73.43905591488908,0,Yellow
2024-01-01 01:12:00,5,663,76.24270628985924,569,82,5,Cloudy,25.825722635193564,69.7169751887936,0,Yellow
2024-01-01 01:13:00,2,258,56.19750834289658,33,86,29,Sunny,24.457215379335093,56.47475258587065,0,Green
2024-01-01 01:14:00,5,852,48.40405288969475,411,26,38,Sunny,16.481003384756754,70.26674990246616,0,Yellow
2024-01-01 01:15:00,2,403,23.58298933825336,366,39,22,Rainy,32.72060077421992,31.942522636464485,0,Green
2024-01-01 01:16:00,1,520,60.29853689276179,329,95,31,Sunny,10.52930909338446,65.17432032179366,0,Green
2024-01-01 01:17:00,4,847,54.93252558609387,405,25,21,Foggy,18.700333844087325,63.226593755954895,0,Green
2024-01-01 01:18:00,4,165,79.41253361525729,228,26,41,Windy,27.974811884951524,50.79842591779157,1,Red
2024-01-01 01:19:00,4,313,34.34952666693458,376,61,42,Sunny,29.173223158728987,42.090847525446506,0,Green
2024-01-01 01:20:00,5,711,51.84424131721015,620,82,44,Sunny,20.402963610796498,78.45333305995806,0,Green
2024-01-01 01:21:00,1,861,59.05744010708436,587,49,8,Rainy,10.422745331409176,33.23172686730579,0,Green
2024-01-01 01:22:00,5,491,58.67547048454062,113,41,30,Foggy,25.451091978093434,34.18037186541527,0,Red
2024-01-01 01:23:00,5,597,53.67761257690417,112,28,6,Sunny,11.577367029580392,56.43130463904879,0,Yellow
2024-01-01 01:24:00,1,502,66.61568061963354,359,38,8,Windy,12.696394403837862,45.1532728445163,0,Yellow
2024-01-01 01:25:00,1,894,32.29887257160898,616,59,12,Windy,26.25626799115475,74.72714481042122,0,Green
2024-01-01 01:26:00,1,526,63.537632016464954,464,40,2,Sunny,17.81220815357137,68.05140461527145,0,Green
2024-01-01 01:27:00,1,336,57.18407428598535,776,32,34,Foggy,18.70075381770632,76.35208776759788,0,Yellow
2024-01-01 01:28:00,4,352,73.7645067076744,41,82,32,Windy,22.170176924581085,49.48073738026807,0,Yellow
2024-01-01 01:29:00,3,360,70.8316663420149,310,82,20,Windy,34.46445987148435,74.43113637707205,0,Yellow
2024-01-01 01:30:00,3,257,38.9088223479532,504,96,30,Foggy,34.13605551846776,81.73819416158393,0,Yellow
2024-01-01 01:31:00,1,667,36.574239498509186,803,15,33,Foggy,20.406524984001877,50.7164696651143,0,Green
2024-01-01 01:32:00,3,495,78.89919943114687,325,22,31,Sunny,16.637480430457053,50.39374926971,0,Green
2024-01-01 01:33:00,3,719,51.635910854915394,653,6,34,Cloudy,17.564803816602893,83.99708423438557,1,Green
2024-01-01 01:34:00,1,682,74.38525783486621,147,25,14,Rainy,16.719532454040102,32.98741519126255,0,Yellow
2024-01-01 01:35:00,3,104,29.83286142682893,644,95,31,Cloudy,23.30614517854452,51.01136434385066,0,Red
2024-01-01 01:36:00,5,961,58.56913488801046,292,11,5,Cloudy,25.171495195023212,37.120349524308246,0,Yellow
2024-01-01 01:37:00,2,61,68.59161124163518,867,71,44,Windy,22.21948470574165,31.738835414998576,0,Yellow
2024-01-01 01:38:00,2,706,76.84371497518681,461,4,20,Foggy,20.199859056203806,36.77216505880933,0,Red
2024-01-01 01:39:00,1,449,40.24040846102141,522,91,32,Windy,15.282125939248445,55.874747470816615,0,Red
2024-01-01 01:40:00,4,957,63.498870195443146,149,68,31,Rainy,22.062639784552836,71.21736415366745,0,Yellow
2024-01-01 01:41:00,1,697,52.328780542377146,151,48,18,Sunny,18.52756784506145,47.35694546651778,0,Red
2024-01-01 01:42:00,4,564,23.63773556398809,616,25,32,Rainy,23.539886569958576,80.98051844406749,0,Red
2024-01-01 01:43:00,2,705,61.399984238536604,501,4,27,Windy,26.8797353877906,56.256937724301,0,Red
2024-01-01 01:44:00,1,591,61.405793494270604,881,21,30,Windy,25.832804360915265,88.09368305770462,0,Yellow
2024-01-01 01:45:00,5,286,75.83640829079222,409,78,20,Windy,21.562255260139835,87.249340166622,0,Yellow
2024-01-01 01:46:00,3,328,49.83874677013834,612,12,33,Windy,23.901310606999026,76.3965733600089,0,Red
2024-01-01 01:47:00,4,397,33.815055242630876,344,27,14,Cloudy,17.12140327401899,85.94432976879709,0,Green
2024-01-01 01:48:00,3,676,22.67382940692075,88,32,13,Sunny,10.606006475559742,72.4257645696667,0,Red
2024-01-01 01:49:00,3,153,44.93853120115434,679,22,18,Cloudy,25.625486354202604,83.73499139947089,0,Red
2024-01-01 01:50:00,1,679,38.11500200465011,467,96,42,Windy,16.314213978442176,44.18842304197839,0,Yellow
2024-01-01 01:51:00,3,566,65.66529836143253,547,17,14,Foggy,26.72384275170686,50.72521201060792,0,Green
2024-01-01 01:52:00,5,921,41.25606589046279,838,29,5,Cloudy,28.675212489923982,75.17580396029169,0,Red
2024-01-01 01:53:00,3,297,76.94427177889064,636,25,8,Windy,32.89819365259453,55.473674292393426,0,Green
2024-01-01 01:54:00,1,413,77.73861217926705,184,15,36,Windy,33.95306988699032,80.23964602947107,0,Yellow
2024-01-01 01:55:00,5,370,57.254515413062485,507,76,19,Sunny,10.263151157742536,82.6583322952665,0,Green
2024-01-01 01:56:00,2,682,75.71961722089297,732,38,33,Rainy,34.75935523386593,47.983769083255496,0,Yellow
2024-01-01 01:57:00,3,335,65.65126067086973,728,32,37,Cloudy,27.075457962354022,79.40704849137441,0,Red
2024-01-01 01:58:00,1,198,52.81157845850757,445,25,25,Cloudy,26.08810400935473,39.255856263909,0,Yellow
2024-01-01 01:59:00,2,133,30.818476125366686,716,47,17,Cloudy,10.380327379883886,50.05180269221094,0,Green
2024-01-01 02:00:00,2,455,47.515876610830404,853,64,27,Windy,31.530835297168437,61.07789706728334,1,Green
2024-01-01 02:01:00,4,505,53.652467801757055,284,37,8,Sunny,13.637286181195659,43.58662572623353,0,Green
2024-01-01 02:02:00,5,792,71.83769484410061,894,1,31,Windy,30.933253848326025,64.75606977451196,0,Red
2024-01-01 02:03:00,3,849,48.88000259213989,631,5,5,Windy,10.3890636564679,64.72170472305879,0,Green
2024-01-01 02:04:00,1,210,73.8604803606774,361,45,13,Foggy,26.149106562479034,42.414173691054344,0,Green
2024-01-01 02:05:00,4,833,60.460938741408135,851,49,27,Sunny,20.870038344245692,77.7384806931274,0,Green
2024-01-01 02:06:00,5,509,28.21994378322028,745,37,23,Cloudy,15.019168226483378,67.89866936468981,0,Yellow
2024-01-01 02:07:00,4,599,79.69888215950559,297,87,12,Rainy,12.689034794260852,49.06563040949726,0,Green
2024-01-01 02:08:00,5,549,51.633959645234754,693,17,42,Cloudy,21.003192413658162,43.93108700821752,0,Yellow
2024-01-01 02:09:00,5,787,43.51149778454473,458,26,11,Windy,13.08264513303562,82.72500833006961,0,Green
2024-01-01 02:10:00,3,558,59.54682586817159,176,40,18,Sunny,22.161165292276188,80.14453471347916,0,Yellow
2024-01-01 02:11:00,5,703,26.533598838862346,441,71,20,Sunny,25.630426466321307,43.78564049133158,0,Yellow
2024-01-01 02:12:00,4,853,58.19231880520126,270,91,26,Sunny,30.684604840183955,32.136313590990525,0,Red
2024-01-01 02:13:00,5,530,49.89416002995638,897,73,18,Foggy,26.966235929571667,78.27195574458743,0,Red
2024-01-01 02:14:00,3,712,44.400444199914986,628,16,23,Cloudy,11.629994167653761,66.93051331590259,0,Yellow
2024-01-01 02:15:00,3,163,77.18120127073395,549,61,25,Foggy,17.68581331369593,36.05292168320758,0,Yellow
2024-01-01 02:16:00,4,798,51.352383003923194,346,28,44,Rainy,17.19946519831251,65.24149237313371,0,Red
2024-01-01 02:17:00,2,627,33.147048768196306,116,57,27,Windy,32.875810586777106,57.13096112170166,0,Yellow
2024-01-01 02:18:00,2,410,47.53780876263792,532,69,45,Foggy,31.694551109819088,76.47301964842148,0,Red
2024-01-01 02:19:00,5,390,75.16324427436035,235,77,17,Foggy,19.253697958760423,42.545090529523804,0,Red
2024-01-01 02:20:00,1,819,30.56572827983568,151,21,43,Windy,11.778881397064527,57.18940465830159,0,Green
2024-01-01 02:21:00,5,810,32.83742232129421,279,5,35,Sunny,32.35268294511833,39.374646855115,0,Green
2024-01-01 02:22:00,4,498,20.781774065425026,144,25,41,Windy,32.20474882410468,87.4516336686508,0,Red
2024-01-01 02:23:00,4,892,20.851402963746033,101,38,28,Cloudy,31.368653300768127,76.72428941550984,1,Red
2024-01-01 02:24:00,4,884,69.76349761751075,302,11,16,Windy,31.12704094338754,74.20334559008379,0,Yellow
2024-01-01 02:25:00,4,229,63.927356410577346,702,98,3,Sunny,22.006350027153868,71.41239990124811,0,Red
2024-01-01 02:26:00,4,751,41.3024633871175,78,13,43,Windy,14.435791306239956,55.4001865479829,0,Red
2024-01-01 02:27:00,3,456,61.89866943365436,563,21,44,Foggy,21.937201261560695,85.39694494218868,0,Green
2024-01-01 02:28:00,2,715,43.71235557859821,180,50,28,Rainy,22.36494426673662,34.37502071562032,0,Red
2024-01-01 02:29:00,4,245,77.17380775986965,303,22,3,Foggy,22.24829383112152,78.19554430073711,0,Yellow
2024-01-01 02:30:00,1,515,78.02316088556209,125,47,9,Rainy,23.469314652877905,42.91396392634396,0,Red
2024-01-01 02:31:00,1,360,43.567626548560604,124,70,24,Windy,16.441425574778876,49.441677338030885,0,Green
2024-01-01 02:32:00,1,311,71.25331438045208,458,49,30,Cloudy,19.156029528340376,61.1657837380385,0,Green
2024-01-01 02:33:00,1,468,66.38534250184797,247,88,2,Windy,20.854664799086738,76.95930066333477,0,Green
2024-01-01 02:34:00,3,455,38.599996230307354,719,12,46,Sunny,13.278030237912496,80.3120944592242,0,Green
2024-01-01 02:35:00,1,988,33.92238973406636,601,84,1,Windy,21.384103364037514,65.0239350096075,0,Red
2024-01-01 02:36:00,4,192,47.49407902357003,337,9,24,Rainy,30.261740426739824,54.18212933608111,0,Yellow
2024-01-01 02:37:00,5,391,66.88093043686438,483,54,48,Foggy,30.701488568321906,86.7901452841926,0,Yellow
2024-01-01 02:38:00,1,365,77.61006708372472,821,8,5,Cloudy,20.289094297525757,44.7912777503621,0,Yellow
2024-01-01 02:39:00,3,150,65.81474413199436,618,78,25,Windy,22.97020780210884,78.18567455283812,0,Red
2024-01-01 02:40:00,3,293,71.3124191011022,893,51,7,Windy,10.841258303376415,66.72297728688919,0,Red
2024-01-01 02:41:00,1,539,56.18385837023099,491,1,34,Foggy,26.86081391171492,52.61370101311283,0,Red
2024-01-01 02:42:00,5,61,70.12446985052756,75,24,26,Cloudy,20.115147073671576,30.08207906181221,0,Yellow
2024-01-01 02:43:00,1,288,67.06525148020506,644,12,24,Windy,21.136942077083646,56.79595808091761,0,Red
2024-01-01 02:44:00,3,610,42.61913251557681,32,97,17,Windy,31.84181817949412,46.603199852537955,0,Red
2024-01-01 02:45:00,2,91,53.119418127243264,459,50,0,Rainy,21.54586086401521,36.26079679953364,0,Green
2024-01-01 02:46:00,4,727,68.28518731938169,37,57,47,Rainy,10.529806155696319,34.50951392028509,0,Green
2024-01-01 02:47:00,3,643,22.763404051397384,713,33,38,Sunny,15.68727227172656,50.85349963869612,0,Yellow
2024-01-01 02:48:00,1,478,68.48475694134979,132,34,2,Foggy,21.890515357706477,66.88544332443891,0,Green
2024-01-01 02:49:00,4,852,30.673287442941408,248,2,3,Cloudy,20.609907318713393,80.25115892188643,1,Green
2024-01-01 02:50:00,1,207,50.88101702728633,190,58,40,Windy,31.509253432012017,41.01379469683961,0,Green
2024-01-01 02:51:00,1,265,68.49652637335626,314,69,36,Windy,23.553437732654167,55.478638278542974,0,Red
2024-01-01 02:52:00,2,719,35.22926468940169,208,47,14,Sunny,27.240893547878024,53.51736840852913,0,Green
2024-01-01 02:53:00,4,511,34.74844635836918,445,63,7,Windy,21.733082426086753,60.80364055251094,0,Green
2024-01-01 02:54:00,4,183,44.165863907735115,98,18,37,Foggy,20.991393351479125,78.57523624857316,0,Green
2024-01-01 02:55:00,2,116,73.67856785465807,677,66,49,Sunny,21.157166711858782,63.21871307995409,1,Red
2024-01-01 02:56:00,3,897,20.026566886232473,201,81,18,Foggy,20.273039242345973,80.79929481013765,0,Yellow
2024-01-01 02:57:00,1,56,74.08298579851609,518,72,46,Sunny,23.464584646355085,61.11310536413866,1,Red
2024-01-01 02:58:00,5,997,29.228421478496465,817,75,25,Windy,16.26108504384009,66.23084191087628,0,Red
2024-01-01 02:59:00,1,575,79.40518256404891,781,4,38,Sunny,32.27637984604552,56.242994549579386,0,Green
2024-01-01 03:00:00,1,122,77.29081958230809,885,66,9,Rainy,18.327138702346822,79.38573481773801,0,Yellow
2024-01-01 03:01:00,3,448,49.680511375476996,845,10,37,Cloudy,13.688095854433671,85.42963238187916,0,Green
2024-01-01 03:02:00,1,454,50.763214868757686,727,93,13,Windy,12.413761964943628,68.34868428738874,0,Green
2024-01-01 03:03:00,2,724,48.89296041655126,854,67,48,Cloudy,10.335572878003191,79.24694695037422,0,Yellow
2024-01-01 03:04:00,2,627,58.126618739571356,90,68,40,Windy,20.571401964171535,33.540200039946015,0,Yellow
2024-01-01 03:05:00,4,908,25.443302134095862,267,0,18,Cloudy,14.690274713635617,84.36670508679946,0,Red
2024-01-01 03:06:00,5,179,21.95707690049399,165,90,29,Rainy,10.541197564681198,41.33550401034748,0,Yellow
2024-01-01 03:07:00,1,980,23.462175704953932,637,91,4,Cloudy,23.000488657238094,45.39122563954848,0,Red
2024-01-01 03:08:00,1,515,46.66192095449087,794,62,30,Sunny,26.999463716269037,33.199804092404776,0,Red
2024-01-01 03:09:00,3,255,36.532876353169,315,28,6,Cloudy,12.14377627277761,87.92400701844355,0,Green
2024-01-01 03:10:00,2,837,57.32237374225963,601,81,18,Windy,21.52301932299149,81.12065096930257,0,Green
2024-01-01 03:11:00,5,817,79.54653736248673,489,11,30,Foggy,28.590716965018668,84.79107624546504,0,Green
2024-01-01 03:12:00,4,315,43.179390384587954,525,76,38,Cloudy,34.64517052521063,80.8329700656009,0,Yellow
2024-01-01 03:13:00,2,586,54.4304752462708,212,40,23,Cloudy,26.67975861606402,58.771833163277336,0,Yellow
2024-01-01 03:14:00,4,842,44.936233754440124,87,1,33,Cloudy,16.120988770238014,85.44491604544581,0,Red
2024-01-01 03:15:00,3,302,70.83630006331157,513,36,22,Windy,27.913840994474988,88.1683692256313,0,Red
2024-01-01 03:16:00,3,871,74.13418420773428,836,44,47,Cloudy,24.948235670495748,60.15401860736385,0,Red
2024-01-01 03:17:00,1,338,72.64133673231561,71,79,44,Windy,15.294982214538694,40.537486879730295,0,Yellow
2024-01-01 03:18:00,5,213,78.46233432075545,382,47,39,Windy,31.277770646188866,69.51735053778566,1,Red
2024-01-01 03:19:00,4,144,21.65115110842492,816,23,5,Foggy,20.685110680690023,88.52629739121423,0,Red
2024-01-01 03:20:00,2,831,70.38896972873187,493,98,37,Sunny,34.04944136835314,82.3288115915325,0,Yellow
2024-01-01 03:21:00,3,882,65.10633038234559,865,21,40,Windy,28.07252518619445,81.70891056875445,0,Green
2024-01-01 03:22:00,1,159,33.721664564021886,540,99,35,Rainy,26.114078865795552,86.02908100843692,0,Yellow
2024-01-01 03:23:00,1,385,77.37920560325165,782,10,26,Cloudy,28.208820936914048,83.63713563315282,0,Red
2024-01-01 03:24:00,4,871,28.89067569379673,450,57,10,Rainy,21.952425470455537,76.57689984109757,0,Green
2024-01-01 03:25:00,3,287,60.7729956280345,863,45,4,Cloudy,22.63066194504185,73.09636992970964,0,Yellow
2024-01-01 03:26:00,5,430,33.49341300895475,317,28,16,Foggy,31.280184636118598,45.88603042468526,1,Green
2024-01-01 03:27:00,3,485,45.88283892644448,454,34,6,Windy,27.02321341608757,67.28040128570696,0,Green
2024-01-01 03:28:00,4,948,63.149593816674134,715,14,26,Sunny,32.43108312979105,61.28931730235337,0,Red
2024-01-01 03:29:00,4,532,53.7994785219828,710,59,46,Windy,32.270668839356716,81.71664549485948,0,Yellow
2024-01-01 03:30:00,3,986,45.6501098796867,217,94,14,Cloudy,34.41225085110623,59.50275440940432,0,Red
2024-01-01 03:31:00,4,951,39.580305855919235,147,41,45,Sunny,27.505366471133353,37.66456581256135,0,Yellow
2024-01-01 03:32:00,3,74,70.37957934252742,551,42,12,Windy,22.557542941543552,30.29834911934095,0,Yellow
2024-01-01 03:33:00,2,702,28.628861018888824,430,79,10,Sunny,14.157792505227059,70.67238722811992,0,Yellow
2024-01-01 03:34:00,3,166,45.806172591788005,859,73,44,Cloudy,27.634513991185433,62.99450322762969,0,Green
2024-01-01 03:35:00,3,531,74.22545430650854,84,48,25,Foggy,17.28944291899827,49.857774261506904,0,Green
2024-01-01 03:36:00,4,441,70.75097302759806,713,63,21,Foggy,17.07368920093328,40.13832900227342,0,Red
2024-01-01 03:37:00,4,966,44.056505748382804,260,31,27,Windy,15.957194411201701,58.00291934423413,0,Yellow
2024-01-01 03:38:00,1,586,65.7865018160785,388,63,23,Rainy,31.878051433786254,36.01718834873434,1,Yellow
2024-01-01 03:39:00,1,128,69.38964984253155,555,1,28,Cloudy,31.699111167053957,50.16650935326859,0,Green
2024-01-01 03:40:00,2,629,73.33324544021778,403,23,8,Windy,25.774261121751454,52.752714374138066,0,Yellow
2024-01-01 03:41:00,1,222,52.670346142953676,450,86,41,Windy,21.8245245342684,57.93712169027773,0,Red
2024-01-01 03:42:00,3,61,32.26765316328271,102,65,3,Foggy,26.802861502469977,57.99724508033081,0,Yellow
2024-01-01 03:43:00,4,849,35.3185445902359,850,37,48,Sunny,25.180736257459767,45.42033860845663,0,Yellow
2024-01-01 03:44:00,1,177,37.74168044249625,716,30,45,Cloudy,20.393356208084683,81.01265889611926,0,Green
2024-01-01 03:45:00,1,657,55.62814884857693,847,25,17,Sunny,19.490771687140857,51.332610375404734,0,Yellow
2024-01-01 03:46:00,2,141,21.968577447716505,630,28,42,Cloudy,19.569857703633755,43.775238533550976,0,Red
2024-01-01 03:47:00,2,702,58.1625481267981,593,66,15,Rainy,24.728335078900955,40.548593004635414,0,Red
2024-01-01 03:48:00,3,592,41.86125430569392,305,77,32,Foggy,26.191733903020648,49.35470367020014,0,Red
2024-01-01 03:49:00,4,895,37.71450814937853,553,24,28,Rainy,21.293543837886048,34.053172978652064,0,Red
2024-01-01 03:50:00,2,581,72.76979424368758,478,47,38,Windy,34.21728625532607,31.974451378858298,0,Green
2024-01-01 03:51:00,1,707,47.60014373484793,231,64,9,Foggy,12.096142950112025,66.30853180817206,0,Yellow
2024-01-01 03:52:00,4,877,25.70318273196157,145,52,8,Windy,18.676175648844428,67.1488281629514,0,Green
2024-01-01 03:53:00,4,496,69.60480608157482,432,66,30,Rainy,20.476867078136024,61.775292158297376,0,Red
2024-01-01 03:54:00,1,439,22.858475446190397,518,89,27,Cloudy,10.423033586623578,75.73711171390346,0,Yellow
2024-01-01 03:55:00,2,721,63.6049534500918,444,17,2,Windy,19.123929691705627,32.34903265662468,0,Green
2024-01-01 03:56:00,1,910,66.4343733062399,573,8,13,Sunny,16.842747929321064,86.15838649256807,0,Yellow
2024-01-01 03:57:00,4,92,41.15615635573149,629,37,24,Cloudy,22.650906755687018,35.70390739542363,0,Red
2024-01-01 03:58:00,5,303,69.4872713766672,562,86,14,Cloudy,18.410263679581732,70.4413796636156,0,Red
2024-01-01 03:59:00,5,179,50.939564351387205,177,20,1,Rainy,28.154553373661532,38.00379533644856,0,Yellow
